iteration,objective,k_error,q00,q11,q22,q33
52,0.10049154866082202,0.3170040199442619,8.649189675724966,8.649189769996717,1.7764916408469487,1.776491329922491
53,0.09595108098417668,0.30975971491492676,8.681401045837855,8.681401145681532,1.7658771489781593,1.7658768420366397
54,0.09164509708328195,0.30272941231945394,8.712676578647258,8.712676672613696,1.755269644964109,1.7552693437541287
55,0.0875591041004908,0.29590387645397753,8.743051415820531,8.743051509335935,1.744678130569412,1.744677872859367
56,0.08367969469903563,0.289274428007447,8.772558957890014,8.772559070986972,1.7341110474372818,1.7341107716583701
57,0.07999444806350252,0.28283289777446774,8.80123099026335,8.801231120756116,1.7235760836470602,1.7235758079236716
58,0.07649184156533737,0.2765715848841622,8.829097836337105,8.82909796580291,1.713080481537419,1.7130802183942595
59,0.07316118169921032,0.27048323737194935,8.856188325022764,8.856188463703404,1.7026309514489777,1.7026306875564283
60,0.06999252194246694,0.2645609985286322,8.882530043565309,8.88253018875463,1.6922336990704767,1.6922334346922026
61,0.06697661150746319,0.258798399352591,8.90814927600219,8.908149414717531,1.6818944421129374,1.681894201764057
62,0.06410483692313765,0.25318933019212647,8.933071080559735,8.933071236192097,1.671618533190551,1.671618268874746
63,0.061369164889975805,0.24772800586525498,8.957319485413219,8.957319612943065,1.661410862301444,1.6614105847670608
64,0.05876209683471882,0.24240894545110916,8.980917415148493,8.980917547081063,1.65127597500399,1.6512756904474606
65,0.056276635534531064,0.23722697050405347,9.003886767520001,9.003886875652139,1.6412179979000285,1.6412177263053498
66,0.05390623131873147,0.23217715503195285,9.026248531495243,9.026248644817683,1.631240752744972,1.6312404931025506
67,0.051644759297069506,0.22725483338549593,9.048022825987704,9.048022932593291,1.6213477780624581,1.6213475272289781
68,0.049486482619281125,0.2224555744846173,9.06922885987493,9.069228982165889,1.6115422467033618,1.6115419958525452
69,0.04742602132900326,0.2177751623326298,9.089885131672135,9.089885254872078,1.6018270883623624,1.6018268620162601
70,0.04545833033573142,0.2132095925040227,9.110009315900887,9.110009437869179,1.5922049730321546,1.5922047657610872
71,0.04357867136665541,0.20875505111650688,9.129618363144486,9.12961848899509,1.5826782597042175,1.5826780694820282
72,0.04178259114018752,0.20440790381046306,9.14872863387494,9.148728753706056,1.5732492325514036,1.5732490320735402
73,0.04006590614113638,0.20016469753964206,9.167355662620771,9.16735578475907,1.563919704724035,1.5639195368589855
74,0.03842467399053004,0.19602212627795376,9.185514516437223,9.185514622525849,1.5546914713937634,1.5546912984425156
75,0.03685518341968903,0.19197703878247793,9.20321963998157,9.203219769381398,1.5455661334883106,1.5455659498130154
76,0.035353935655665567,0.18802642275931747,9.220484952595188,9.22048506315938,1.536545000640633,1.5365448484748714
77,0.03391763476808079,0.18416740962526673,9.237323693930504,9.23732377817895,1.5276292131712108,1.527629062455691
78,0.0325431664777171,0.1803972463141195,9.253748701243083,9.253748807206795,1.5188198159386876,1.5188196574238635
79,0.031227588924145712,0.17671329583295567,9.269772403885616,9.26977248364807,1.5101176822791889,1.5101175140117606
80,0.02996812394985985,0.1731130380700999,9.285406635336734,9.28540672129736,1.5015234838151923,1.5015233652718916
81,0.02876214683471132,0.16959406485697348,9.300662801554223,9.300662911096675,1.4930378458798175,1.4930377320879389
82,0.027607168038908687,0.16615404911981135,9.31555203770899,9.315552165087876,1.4846612574413038,1.4846611635276383
83,0.02650083629726979,0.1627907746073769,9.330084886444183,9.33008503999311,1.4763940152917554,1.4763938902294058
84,0.025440920386093663,0.15950210150996025,9.344271674759469,9.344271788499963,1.4682363440882775,1.4682361793042435
85,0.024425309281683433,0.15628598555751386,9.358122199462315,9.358122293260436,1.4601883264678872,1.4601881684180673
86,0.023451997785702117,0.15314045117375785,9.371646007893066,9.371646099002376,1.4522499932444795,1.452249832023601
87,0.022519084770422547,0.15006360241718358,9.384852319562297,9.38485240667828,1.4444212751158507,1.4444211422195505
88,0.021624765166080036,0.14705361323707772,9.397749980144203,9.397750075401245,1.4367019901945095,1.4367018576434345
89,0.020767325536362565,0.14410872817550838,9.41034757916891,9.410347707812445,1.4290919200891739,1.4290918376837631
90,0.01994513756965337,0.14122725505246275,9.422653377174502,9.422653495407964,1.4215907173763702,1.4215906504984865
91,0.019156652171418917,0.13840755821637388,9.43467534587456,9.434675482558536,1.4141979565579241,1.4141979275282495
92,0.018400398273796033,0.13564806771125063,9.446421222982318,9.446421347349752,1.4069132318212907,1.4069131990186097
93,0.01767497246132311,0.13294725443318905,9.457898492861599,9.457898638415202,1.39973599557152,1.399735960871067
94,0.016979043557402793,0.13030365903305552,9.469114349039433,9.46911449232749,1.3926656693338404,1.3926656243898612
95,0.01631134044097733,0.1277158582204157,9.480075787162935,9.4800759143701,1.385701599290978,1.385701545276146
96,0.015670654792910847,0.12518248596713058,9.490789511261795,9.49078961375957,1.3788430814678605,1.3788430097415192
97,0.015055833492227316,0.12270221469976536,9.50126206046463,9.50126214904991,1.3720893765773752,1.3720893150199982
98,0.014465778164430218,0.1202737634084434,9.511499750212662,9.51149985327594,1.365439750559146,1.3654396882116167
99,0.013899439902819812,0.11789588586044812,9.52150874834123,9.521508857616551,1.3588933814196613,1.3588933329273891
100,0.013355820076157267,0.11556738327122089,9.531294936455435,9.531295039266313,1.3524494045415105,1.3524493429590299
101,0.01283396502130624,0.11328709115034351,9.540864032022583,9.540864115640469,1.346106879603095,1.3461068403361125
102,0.012332964341938861,0.11105388035516302,9.550221615909162,9.550221696617928,1.3398649841286396,1.3398649322918643
103,0.011851947897710187,0.10886665190824134,9.559373080743363,9.55937316117284,1.3337227022129043,1.3337226778663067
104,0.01139008694594313,0.10672435029524954,9.568323599818395,9.568323688825206,1.327679105717254,1.3276790627301986
105,0.010946587485035762,0.10462594078447163,9.577078264470472,9.577078363272408,1.3217331666428125,1.3217331453762438
106,0.010520692042495065,0.10257042479435806,9.585641963682036,9.58564205673251,1.3158838819490524,1.3158838703501137
107,0.010111676115058237,0.10055683027551256,9.594019446739994,9.594019564407942,1.3101302315561107,1.3101302369644192
108,0.009718847142477966,0.09858421345468028,9.60221533873285,9.60221546103426,1.3044711591405689,1.304471171596211
109,0.009341542907336287,0.09665165755089919,9.610234093436496,9.610234234683695,1.2989056030056803,1.2989056088633195
110,0.008979129541883695,0.09475826898948553,9.618080067564705,9.618080204294676,1.2934324518060616,1.2934324644933224
111,0.008631000726826887,0.09290317931495609,9.625757488070464,9.625757623756126,1.2880506604003008,1.2880506623010666
112,0.008296576920634478,0.09108554726538387,9.63327042566456,9.633270554041822,1.2827591006552261,1.282759106079231
113,0.007975302786086618,0.08930455075799115,9.640622855307106,9.640622994996516,1.2775566842877293,1.2775566961163511
114,0.007666646712476237,0.0875593896305601,9.647818637044068,9.647818764385729,1.272442264558854,1.2724422830332147
115,0.007370100349937948,0.08584928858143175,9.654861512593317,9.654861634059472,1.2674147650202021,1.2674147827638282
116,0.007085175759745679,0.0841734860852613,9.661755118384555,9.661755229409394,1.2624730131617803,1.2624730317328856
117,0.0068114063074866844,0.08253124443195246,9.668503010410955,9.668503105006224,1.2576159223332837,1.2576159247393832
118,0.006548345258880244,0.08092184661066654,9.675108596578418,9.675108697184502,1.2528423408396472,1.2528423554495425
119,0.006295563851392437,0.07934458930130295,9.681575234286374,9.681575333306052,1.248151140075854,1.2481511598899364
120,0.006052651712690335,0.07779878991790512,9.68790615463814,9.68790626519112,1.2435411912239445,1.2435412065212568
121,0.0058192152189870325,0.07628378083830817,9.694104536671475,9.694104651504027,1.2390113711996562,1.2390113719266038
122,0.005594877229463073,0.07479891195373815,9.700173436293031,9.700173558943995,1.234560519462132,1.2345605354581306
123,0.005379276129043767,0.07334354865319626,9.706115881623113,9.706115995404428,1.2301875712528514,1.2301875894814558
124,0.005172065163430405,0.07191707143252153,9.711934744159453,9.711934847295655,1.2258913604009312,1.2258913724270468
125,0.004972912177551917,0.07051887816430374,9.717632860952097,9.717632957272569,1.2216708023294935,1.2216707986646154
126,0.004781498177657632,0.06914837798283942,9.723212975189531,9.723213069838168,1.2175247544321248,1.2175247419700426
127,0.0045975171941133935,0.06780499387296922,9.728677779138739,9.72867786693999,1.2134521080357774,1.213452096110609
128,0.004420676265973788,0.06648816636044183,9.734029869262258,9.734029952561464,1.209451777953392,1.2094517687829782
129,0.004250693733923148,0.06519734453122418,9.739271802841733,9.739271897224523,1.2055226890640764,1.2055226798936787
130,0.00408729966288929,0.06393199248333568,9.744406054926415,9.744406145404353,1.2016637403913097,1.2016637276092335
131,0.003930234833599508,0.06269158503020568,9.74943502845439,9.749435112791845,1.1978738438735956,1.1978738221134708
132,0.003779250870089109,0.06147561199442515,9.754361063515152,9.75436115405467,1.1941519367590505,1.1941519164175076
133,0.0036341091475664954,0.06028357278369038,9.759186448080381,9.759186530479496,1.1904969417952447,1.1904969276746504
134,0.0034945805445885086,0.059114977328833584,9.76391342051626,9.763913500064572,1.186907838282581,1.186907805581599
135,0.0033604455517279534,0.05796935010613758,9.768544136178313,9.768544210752736,1.183383557137882,1.1833835213131103
136,0.003231492785425562,0.056846220502559025,9.773080735965983,9.773080802629192,1.1799230776936485,1.1799230349200267
137,0.0031075198872846095,0.05574513330582868,9.777525268471035,9.777525325441054,1.1765253651721488,1.1765253243136786
138,0.0029883323723238694,0.05466564160717287,9.781879740648188,9.7818797962894,1.1731894128845175,1.1731893673817724
139,0.0028737434989236535,0.053607308260382305,9.786146118314273,9.786146173621765,1.1699142098013777,1.1699141663319579
140,0.002763574005097733,0.05256970615380814,9.790326313136724,9.790326355444614,1.1666987567419582,1.1666987177377355
141,0.0026576516353893852,0.0515524163874923,9.794422190687051,9.794422238723195,1.163542089267885,1.1635420477073442
142,0.002555811207836735,0.05055503147894119,9.798435580134004,9.798435629430859,1.1604432372207316,1.1604432021940425
143,0.002457893807640985,0.04957715005565553,9.802368249804607,9.802368295730878,1.157401225595707,1.1574011960459898
144,0.002363747041132717,0.04861838172062822,9.806221920499878,9.806221963056222,1.154415101233383,1.1544150788650043
145,0.0022732243370604363,0.047678342431972574,9.809998310201475,9.809998346364278,1.1514839529422816,1.1514839378153034
146,0.0021861850513328358,0.046756657828942776,9.813699041127824,9.813699082354052,1.1486068397029994,1.1486068180627982
147,0.0021024939577160835,0.04585296018487884,9.81732574278166,9.817325785043522,1.1457828437583555,1.1457828241124484
148,0.002022021245358896,0.04496689054581044,9.820879976599077,9.820880017819462,1.1430110629088008,1.1430110305493382
149,0.0019446422979402691,0.044098098575111704,9.824363277370598,9.824363317726228,1.140290602916317,1.1402905719270886
150,0.0018702372241287868,0.04324623942181317,9.827777141104182,9.827777181517938,1.1376205802401567,1.137620555213514
151,0.0017986909138669922,0.04241097633711104,9.831123031602218,9.831123071656464,1.1350001320260492,1.1350001096002083
152,0.0017298927630256386,0.04159197955165921,9.834402379741714,9.834402421528846,1.1324284048969415,1.1324283852403831
153,0.001663736325900729,0.040788924059120865,9.837616586864613,9.837616627553126,1.1299045420497067,1.1299045242499717
154,0.001600119712230366,0.04000149637489035,9.840767006663786,9.84076704382104,1.1274277221399422,1.1274277036930633
155,0.001538944737521314,0.039229386147648475,9.843854976784929,9.843855009235455,1.1249971263838077,1.1249971053140415
156,0.001480117077130905,0.038472289730803716,9.846881793937747,9.846881824976325,1.1226119383636175,1.122611914575339
157,0.0014235461487765297,0.03772991053231547,9.849848723339775,9.849848755007525,1.1202713492292125,1.120271334179728
158,0.0013691449005426327,0.03700195806362999,9.852757009278672,9.852757039690914,1.1179745847332736,1.117974572295975
159,0.0013168295692115922,0.03628814640087851,9.855607877849945,9.855607903001086,1.115720873814533,1.1157208614685377
160,0.0012665197414282875,0.035588196658840235,9.85840250110606,9.858402523164624,1.113509439724855,1.1135094258720546
161,0.0012181381950056116,0.034901836556342006,9.861142032491223,9.861142055080617,1.1113395288656722,1.1113395187740958
162,0.0011716105778687938,0.034228797493759455,9.86382762165135,9.863827643134101,1.109210413772454,1.1092104065835187
163,0.0011268655053645127,0.033568817455557065,9.866460362188324,9.86646038262797,1.1071213528255384,1.1071213423454145
164,0.0010838343793915196,0.032921639986360336,9.869041343331105,9.869041364273496,1.105071634987254,1.105071625698575
165,0.0010424512024312215,0.03228701290660413,9.871571622080868,9.87157164084401,1.103060547273573,1.1030605373513016
166,0.0010026525742780046,0.03166468970759077,9.874052239446794,9.874052252463445,1.101087402652782,1.1010873864966904
167,0.0009643775785618314,0.03105442929055099,9.876484199045123,9.876484211203305,1.099151509180665,1.0991514912286076
168,0.0009275676041501375,0.03045599455197839,9.878868498647769,9.878868508467544,1.0972521963736386,1.0972521781187252
169,0.0008921663396493483,0.029869153648025386,9.881206094249178,9.881206103158616,1.0953887894249785,1.0953887688208852
170,0.0008581196582264793,0.02929367949279297,9.88349794303301,9.883497948565381,1.0935606440802286,1.0935606247880916
171,0.0008253755250490597,0.02872934954100179,9.885744961202743,9.885744968846872,1.0917671119492531,1.091767096097957
172,0.0007938838754064738,0.028175944978056613,9.887948065572687,9.887948072550953,1.0900075653658332,1.0900075525643576
173,0.0007635966353284917,0.027633252348004417,9.890108136387123,9.890108144840891,1.0882813806950948,1.0882813707886734
174,0.0007344675798351978,0.027101062337760818,9.892226045150096,9.892226052566397,1.086587951668306,1.0865879422715323
175,0.0007064522534644716,0.026579169540534398,9.894302639212924,9.894302647103316,1.0849266759360874,1.084926667333072
176,0.000679507915016411,0.026067372614370074,9.89633874894318,9.89633875566361,1.0832969606051321,1.0832969503638463
177,0.0006535934818076343,0.025565474409985713,9.89833518682034,9.898335194553306,1.0816982251320755,1.0816982145265113
178,0.0006286694405316308,0.025073281407339384,9.90029275183841,9.900292760749352,1.080129899680906,1.080129889248557
179,0.000604697817667874,0.024590604255850933,9.902212220271519,9.902212224529034,1.0785914172702067,1.0785914062365185
180,0.0005816421298933003,0.024117257926499446,9.904094345414215,9.90409434848057,1.077082225885272,1.0770822133117612
181,0.0005594672404071043,0.023653059852947234,9.905939878147525,9.905939880262773,1.0756017817921524,1.0756017674724452
182,0.0005381394400374654,0.023197832658191704,9.907749551105994,9.907749552198194,1.0741495634336151,1.0741495452271155
183,0.0005176262406050323,0.02275140084928909,9.9095240730663,9.909524069029196,1.0727250270900661,1.0727250108782436
184,0.0004978964154089538,0.02231359261546544,9.911264143557371,9.911264144858173,1.0713276667660934,1.071327650243881
185,0.00047891999986427825,0.02188424090217155,9.912970450683453,9.912970453220794,1.0699569750988194,1.0699569623436322
186,0.000460668144541504,0.02146318113750858,9.914643660340595,9.914643663565816,1.0686124564462567,1.0686124413520828
187,0.00044311309700273134,0.02105025170877373,9.916284431334603,9.916284435563806,1.067293617085666,1.067293605939577
188,0.0004262281718204953,0.02064529418101121,9.9178934081359,9.917893413204265,1.0659999810037244,1.0659999707033847
189,0.0004099877498820708,0.02024815423395601,9.919471219920663,9.91947122343359,1.0647310792607898,1.0647310692069378
190,0.0003943671433136142,0.019858679294293823,9.9210184808089,9.921018481665527,1.0634864424343728,1.0634864301927294
191,0.00037934262862175953,0.019476720171059593,9.922535795788994,9.922535794467713,1.0622656124913723,1.0622656030699706
192,0.0003648914392736667,0.019102131799191072,9.924023754011614,9.924023749143306,1.0610681508297217,1.0610681406962588
193,0.000350991614379555,0.018734770198205127,9.92548293339484,9.925482927400033,1.0598936100131109,1.059893600921826
194,0.00033762207620644506,0.018374495263991472,9.926913901881608,9.926913896347639,1.058741564293977,1.0587415518800105
195,0.00032476255807855497,0.018021169720041898,9.928317213352898,9.928317208684916,1.057611586569407,1.0576115731519162
196,0.00031239354431624014,0.017674658251752424,9.929693415150819,9.929693409701514,1.0565032596478454,1.056503248494889
197,0.0003004962927908132,0.017334828894189098,9.931043034960254,9.931043028015676,1.0554161736449474,1.0554161632325718
198,0.00028905279113989734,0.01700155260968531,9.932366591508632,9.932366585369742,1.054349929496733,1.0543499193551569
199,0.0002780456659930153,0.016674701376426963,9.933664603995624,9.933664599853234,1.0533041358109752,1.0533041233195157
200,0.00026745825547041765,0.01635415101649785,9.934937571381258,9.934937566980672,1.05227840132447,1.0522783903808877
201,0.0002572745203975432,0.01603977931261971,9.936185983445203,9.936185980891997,1.0512723479597685,1.0512723409912121
202,0.0002474790442091514,0.01573146668970034,9.93741031759833,9.937410316204794,1.050285601474649,1.05028559475756
203,0.00023805699474950938,0.0154290957204079,9.938611052361413,9.938611048162333,1.0493178005188701,1.049317795112354
204,0.00022899410931812454,0.015132551315562242,9.939788639690144,9.939788635959175,1.0483685791968482,1.0483685748097167
205,0.00022027667205859255,0.01484172065693842,9.940943537089444,9.94094353158383,1.047437589057088,1.047437583693755
206,0.0002118914820768558,0.014556492780778474,9.942076185299975,9.942076180987197,1.0465244797644802,1.0465244750261087
207,0.00020382586517616482,0.01427675961751002,9.943187016748844,9.943187013011315,1.0456289105734144,1.0456289076847858
208,0.00019606761638154115,0.014002414662533786,9.944276460260905,9.94427645759742,1.0447505537653732,1.0447505495601483
209,0.00018860500187147303,0.01373335362799171,9.945344931998156,9.94534493120422,1.043889079151787,1.0438890743419413
210,0.00018142674550968333,0.013469474581797293,9.946392838945842,9.946392836778399,1.0430441633998317,1.0430441587400816
211,0.00017452198494870698,0.013210676929995184,9.94742057944164,9.94742057555452,1.0422154879236605,1.0422154833589294
212,0.0001678802895573673,0.012956862643300936,9.948428546115498,9.948428541869152,1.041402746256392,1.0414027424952594
213,0.00016149161693250765,0.01270793519547954,9.94941712429727,9.94941712096957,1.0406056346721542,1.040605631577277
214,0.0001553463109916898,0.012463800022131684,9.95038669198541,9.950386687754623,1.039823853761486,1.039823851446299
215,0.00014943509290261372,0.012224364723887033,9.951337618678593,9.951337614824888,1.0390571158662836,1.0390571127879427
216,0.00014374901993253797,0.011989537936573619,9.95227026506841,9.95227026005386,1.0383051241356167,1.0383051228935505
217,0.00013827951574479366,0.011759231086461125,9.953184985659105,9.953184981232555,1.0375676046657862,1.0375676035084695
218,0.00013301832015517808,0.011533356846780474,9.95408212846364,9.954082124400324,1.0368442791144596,1.036844278272429
219,0.00012795748602450758,0.011311829472923801,9.954962029178294,9.95496202535788,1.0361348692578898,1.036134868243999
220,0.00012308937036747044,0.011094564902125292,9.955825029118245,9.955825024662218,1.0354391166744332,1.035439114741141
221,0.00011840662543619493,0.010881480847577453,9.956671454114513,9.956671448496472,1.0347567572715581,1.0347567564122255
222,0.0001139021897991414,0.01067249688681807,9.95750162013405,9.957501615513598,1.0340875344610987,1.0340875329696535
223,0.00010956925564813316,0.010467533408025653,9.95831584573341,9.958315841833254,1.0334311945151964,1.0334311943646088
224,0.00010540129309674015,0.010266513190793657,9.95911443822176,9.959114435407002,1.0327874946990514,1.0327874942063324
225,0.00010139200832106387,0.010069359876430272,9.959897699637963,9.959897695895442,1.0321561887552555,1.0321561866600497
226,9.753535145386964e-05,0.009875998757283724,9.960665926845275,9.960665923552494,1.0315370395523384,1.0315370378015882
227,9.38255100623037e-05,0.0096863569035166,9.96141941072632,9.961419406765954,1.0309298170654118,1.0309298132308928
228,9.025688736036437e-05,0.009500362485735183,9.962158433841148,9.962158429772469,1.0303342882262128,1.0303342838817482
229,8.682409753482079e-05,0.009317944920143111,9.962883278297975,9.96288327355294,1.0297502302471055,1.0297502259436928
230,8.352196767715209e-05,0.009139035380014244,9.963594214408182,9.963594210794444,1.0291774219330077,1.0291774175399833
231,8.034552009140875e-05,0.00896356625966522,9.964291513075992,9.964291508548904,1.0286156489455491,1.0286156434310014
232,7.728996567529347e-05,0.008791471189470705,9.964975434999992,9.96497543042748,1.028064696067346,1.0280646923076464
233,7.435069604500906e-05,0.008622684967283049,9.965646240853317,9.965646236854273,1.027524359847751,1.0275243560084286
234,7.152328032503945e-05,0.008457143745085539,9.966304182330042,9.966304178632159,1.0269944326585871,1.0269944293779938
235,6.880346206036099e-05,0.008294785232925624,9.966949505544733,9.966949503974828,1.0264747160662577,1.026474713181426
236,6.618713924687909e-05,0.008135547876257572,9.96758245634992,9.967582454473664,1.0259650130655151,1.0259650100774214
237,6.367037122827462e-05,0.007979371606102488,9.968203270580858,9.968203270333658,1.0254651313309198,1.0254651279739695
238,6.124936630833318e-05,0.007826197436069013,9.968812183684772,9.96881218253857,1.0249748801167111,1.024974878792198
239,5.892047512260012e-05,0.007675967373732129,9.969409424134689,9.96940942329021,1.0244940758783292,1.0244940761982173
240,5.668019175587466e-05,0.007528624825017824,9.969995217430647,9.969995215354066,1.0240225382916606,1.0240225379072465
241,5.452514221810929e-05,0.007384114179650074,9.970569781853557,9.970569779111402,1.0235600862909957,1.0235600863744692
242,5.245207795004595e-05,0.00724238068248597,9.971133336304618,9.971133333345914,1.0231065469964606,1.0231065485157294
243,5.045787869969636e-05,0.007103370939187701,9.971686090781402,9.971686087241952,1.0226617485999168,1.0226617492550722
244,4.853954302810823e-05,0.006967032584114146,9.972228252457374,9.972228248558295,1.0222255222231766,1.0222255219884067
245,4.6694180437202605e-05,0.006833314015702967,9.972760025955882,9.972760021903323,1.0217977022798757,1.0217977021163287
246,4.491901387214254e-05,0.006702164864589839,9.973281610202278,9.973281605150916,1.021378126436546,1.0213781263200248
247,4.32113691684092e-05,0.00657353551510975,9.973793201991512,9.973793198095226,1.0209666373236457,1.020966638294351
248,4.156867732674324e-05,0.006447377554226466,9.974294992066039,9.974294988505811,1.0205630775540797,1.0205630787789328
249,3.9988465784648614e-05,0.0063236433948040275,9.97478716934268,9.974787165605651,1.0201672954382612,1.0201672957630872
250,3.846835610983633e-05,0.006202286361482862,9.975269917732092,9.97526991404444,1.019779139702526,1.0197791396987061
251,3.700606224848264e-05,0.006083260823644063,9.975743418498741,9.975743415052758,1.0193984642224347,1.0193984653149166
252,3.559938079457966e-05,0.005966521666312766,9.976207850775356,9.976207848309201,1.0190251265005659,1.0190251274901847
253,3.424619681978066e-05,0.005852025018724771,9.976663388271213,9.97666338608348,1.0186589833389168,1.0186589860548183
254,3.294447477603877e-05,0.005739727761491722,9.977110200939993,9.977110198374355,1.018299897773022,1.0182998993085517
255,3.1692255789507164e-05,0.005629587532804439,9.977548454939834,9.97754845228034,1.0179477306481255,1.0179477317011207
256,3.0487654080908604e-05,0.005521562648463622,9.97797831626949,9.977978314508459,1.0176023501111289,1.0176023507071286
