t,q1,q2,dq1,dq2,ddq1,ddq2
1941.59,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.477562847744366e-14,8.673617379891924e-15,-1.0061396160674632e-14
1941.6,0.5000000230387365,-0.6000000143369733,-4.980391099529413e-14,5.490052856771399e-14,-3.4694469519567696e-16,1.249000902704437e-14
1941.6,0.5000000230387365,-0.6000000143369733,-4.980391099529413e-14,5.490052856771399e-14,-3.4694469519567696e-16,1.249000902704437e-14
1941.61,0.5000000230387365,-0.6000000143369733,-4.9845544358717575e-14,5.5049714786647996e-14,-4.1633363423481236e-15,1.491862189341411e-14
1941.62,0.5000000230387365,-0.6000000143369733,-4.983860546481367e-14,5.4931753590281573e-14,6.938893903913539e-16,-1.1796119636653017e-14
1941.63,0.5000000230387365,-0.6000000143369733,-4.9949627767276183e-14,5.4848486863434687e-14,-1.1102230246009227e-14,-8.32667268450692e-15
1941.64,0.5000000230387365,-0.6000000143369733,-4.9769216525774596e-14,5.499767308236869e-14,1.8041124150175202e-14,1.491862189341411e-14
1941.65,0.5000000230387365,-0.6000000143369733,-4.981431933614999e-14,5.488318133295422e-14,-4.5102810375438005e-15,-1.144917494145734e-14
1941.65,0.5000000230387365,-0.6000000143369733,-4.981431933614999e-14,5.488318133295422e-14,-4.5102810375438005e-15,-1.144917494145734e-14
1941.66,0.5000000230387365,-0.6000000143369733,-4.973799150320701e-14,5.462991170546161e-14,7.632783294304893e-15,-2.5326962749284418e-14
1941.67,0.5000000230387365,-0.6000000143369733,-4.9779624866630456e-14,5.48103229469632e-14,-4.1633363423481236e-15,1.8041124150175202e-14
1941.68,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.496644805980111e-14,-2.0816681711740618e-15,1.5612511283805463e-14
1941.68,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.496644805980111e-14,-2.0816681711740618e-15,1.5612511283805463e-14
1941.69,0.5000000230387365,-0.6000000143369733,-4.9758808184918735e-14,5.4876242439050316e-14,4.1633363423481236e-15,-9.020562075087601e-15
1941.7,0.5000000230387365,-0.6000000143369733,-4.9866361040429297e-14,5.4973386953705017e-14,-1.0755285551065986e-14,9.714451465478955e-15
1941.71,0.5000000230387365,-0.6000000143369733,-4.981431933614999e-14,5.499767308236869e-14,5.2041704279351544e-15,2.4286128663697387e-15
1941.72,0.5000000230387365,-0.6000000143369733,-4.9845544358717575e-14,5.4806853500011243e-14,-3.1225022567610927e-15,-1.9081958235762233e-14
1941.73,0.5000000230387365,-0.6000000143369733,-4.9824727677005853e-14,5.4827670181722965e-14,2.0816681711740618e-15,2.0816681711740618e-15
1941.74,0.5000000230387365,-0.6000000143369733,-4.97761554196785e-14,5.489012022685813e-14,4.8572257327394775e-15,6.245004513522185e-15
1941.75,0.5000000230387365,-0.6000000143369733,-4.983860546481367e-14,5.4789506265251475e-14,-6.245004513522185e-15,-1.0061396160674632e-14
1941.76,0.5000000230387365,-0.6000000143369733,-4.9824727677005853e-14,5.489012022685813e-14,1.3877787807827079e-15,1.0061396160674632e-14
1941.76,0.5000000230387365,-0.6000000143369733,-4.9824727677005853e-14,5.489012022685813e-14,1.3877787807827079e-15,1.0061396160674632e-14
1941.77,0.5000000230387365,-0.6000000143369733,-4.982819712395781e-14,5.484154796953078e-14,-3.4694469519567696e-16,-4.8572257327394775e-15
1941.78,0.5000000230387365,-0.6000000143369733,-4.981084988919804e-14,5.4865834098194455e-14,1.7347234759783848e-15,2.4286128663697387e-15
1941.79,0.5000000230387365,-0.6000000143369733,-4.988023882823711e-14,5.489705912076204e-14,-6.938893903913539e-15,3.1225022567610927e-15
1941.8,0.5000000230387365,-0.6000000143369733,-4.974493039711092e-14,5.49074674616179e-14,1.3530843112631402e-14,1.0408340855870309e-15
1941.8,0.5000000230387365,-0.6000000143369733,-4.974493039711092e-14,5.49074674616179e-14,1.3530843112631402e-14,1.0408340855870309e-15
1941.81,0.5000000230387365,-0.6000000143369733,-4.981431933614999e-14,5.4806853500011243e-14,-6.938893903913539e-15,-1.0061396160674632e-14
1941.82,0.5000000230387365,-0.6000000143369733,-4.98212582300539e-14,5.501502031712846e-14,-6.938893903913539e-16,2.0816681711740618e-14
1941.83,0.5000000230387365,-0.6000000143369733,-4.98212582300539e-14,5.47652201365878e-14,0.0,-2.498001805408874e-14
1941.84,0.5000000230387365,-0.6000000143369733,-4.980391099529413e-14,5.488318133295422e-14,1.7347234759783848e-15,1.1796119636653017e-14
1941.84,0.5000000230387365,-0.6000000143369733,-4.980391099529413e-14,5.488318133295422e-14,1.7347234759783848e-15,1.1796119636653017e-14
1941.85,0.5000000230387365,-0.6000000143369733,-4.977268597272655e-14,5.49074674616179e-14,3.1225022567610927e-15,2.4286128663697387e-15
1941.86,0.5000000230387365,-0.6000000143369733,-4.9741460950158967e-14,5.485889520429055e-14,3.1225022567610927e-15,-4.8572257327394775e-15
1941.87,0.5000000230387365,-0.6000000143369733,-4.981084988919804e-14,5.482420073477101e-14,-6.938893903913539e-15,-3.4694469519567696e-15
1941.88,0.5000000230387365,-0.6000000143369733,-4.987676938128516e-14,5.47201173262124e-14,-6.591949208567979e-15,-1.040834085563365e-14
1941.89,0.5000000230387365,-0.6000000143369733,-4.983860546481367e-14,5.494563137808939e-14,3.8163916471524466e-15,2.2551405187719003e-14
1941.89,0.5000000230387365,-0.6000000143369733,-4.983860546481367e-14,5.494563137808939e-14,3.8163916471524466e-15,2.2551405187719003e-14
1941.9,0.5000000230387365,-0.6000000143369733,-4.985248325262148e-14,5.487277299209836e-14,-1.3877787807827079e-15,-7.285838599109216e-15
1941.91,0.5000000230387365,-0.6000000143369733,-4.97761554196785e-14,5.507400091531167e-14,7.632783294304893e-15,2.0122792321349264e-14
1941.92,0.5000000230387365,-0.6000000143369733,-4.985942214652539e-14,5.494910082504134e-14,-8.326672684696247e-15,-1.249000902704437e-14
1941.92,0.5000000230387365,-0.6000000143369733,-4.985942214652539e-14,5.494910082504134e-14,-8.326672684696247e-15,-1.249000902704437e-14
1941.93,0.5000000230387365,-0.6000000143369733,-4.9824727677005853e-14,5.480338405305929e-14,3.4694469519567696e-15,-1.4571677198218432e-14
1941.94,0.5000000230387365,-0.6000000143369733,-4.992881108556446e-14,5.5094817597023393e-14,-1.0408340855870309e-14,2.9143354396436865e-14
1941.95,0.5000000230387365,-0.6000000143369733,-4.984207491176562e-14,5.485889520429055e-14,8.673617379891924e-15,-2.3592239273306034e-14
1941.96,0.5000000230387365,-0.6000000143369733,-4.9796972101390224e-14,5.492828414332962e-14,4.5102810375438005e-15,6.938893903913539e-15
1941.97,0.5000000230387365,-0.6000000143369733,-4.9824727677005853e-14,5.493522303723353e-14,-2.7755575615654157e-15,6.938893903913539e-16
1941.97,0.5000000230387365,-0.6000000143369733,-4.9824727677005853e-14,5.493522303723353e-14,-2.7755575615654157e-15,6.938893903913539e-16
1941.98,0.5000000230387365,-0.6000000143369733,-4.978309431358241e-14,5.492828414332962e-14,4.1633363423481236e-15,-6.938893903913539e-16
1941.99,0.5000000230387365,-0.6000000143369733,-4.989758606299688e-14,5.48103229469632e-14,-1.144917494145734e-14,-1.1796119636653017e-14
1942.0,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.4761750689635846e-14,9.714451465478955e-15,-4.8572257327394775e-15
1942.0,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.4761750689635846e-14,9.714451465478955e-15,-4.8572257327394775e-15
1942.01,0.5000000230387365,-0.6000000143369733,-4.981431933614999e-14,5.489012022685813e-14,-1.3877787807827079e-15,1.2836953722240048e-14
1942.02,0.5000000230387365,-0.6000000143369733,-4.975186929101483e-14,5.4723586773164357e-14,6.245004513522185e-15,-1.6653345369392494e-14
1942.02,0.5000000230387365,-0.6000000143369733,-4.975186929101483e-14,5.4723586773164357e-14,6.245004513522185e-15,-1.6653345369392494e-14
1942.03,0.5000000230387365,-0.6000000143369733,-4.98212582300539e-14,5.508093980921558e-14,-6.938893903913539e-15,3.573530360515473e-14
1942.04,0.5000000230387365,-0.6000000143369733,-4.982819712395781e-14,5.494910082504134e-14,-6.938893903913539e-16,-1.3183898417435725e-14
1942.05,0.5000000230387365,-0.6000000143369733,-4.979003320748632e-14,5.4886650779906176e-14,3.8163916471524466e-15,-6.245004513522185e-15
1942.06,0.5000000230387365,-0.6000000143369733,-4.984901380566953e-14,5.4806853500011243e-14,-5.898059818326508e-15,-7.97972798950057e-15
1942.06,0.5000000230387365,-0.6000000143369733,-4.984901380566953e-14,5.4806853500011243e-14,-5.898059818326508e-15,-7.97972798950057e-15
1942.07,0.5000000230387365,-0.6000000143369733,-4.985942214652539e-14,5.4827670181722965e-14,-1.0408340855870309e-15,2.0816681711740618e-15
1942.08,0.5000000230387365,-0.6000000143369733,-4.988023882823711e-14,5.4855425757338594e-14,-2.0816681711740618e-15,2.7755575615654157e-15
1942.09,0.5000000230387365,-0.6000000143369733,-4.97761554196785e-14,5.4914406355521805e-14,1.0408340855870309e-14,5.898059818326508e-15
1942.1,0.5000000230387365,-0.6000000143369733,-4.986983048738125e-14,5.4990734188464785e-14,-9.367506770283278e-15,7.632783294304893e-15
1942.1,0.5000000230387365,-0.6000000143369733,-4.986983048738125e-14,5.4990734188464785e-14,-9.367506770283278e-15,7.632783294304893e-15
1942.11,0.5000000230387365,-0.6000000143369733,-4.9855952699573436e-14,5.505318423359995e-14,1.3877787807827079e-15,6.245004513522185e-15
1942.12,0.5000000230387365,-0.6000000143369733,-4.9796972101390224e-14,5.491093690856985e-14,5.898059818326508e-15,-1.4224732503022755e-14
1942.13,0.5000000230387365,-0.6000000143369733,-4.9817788783101946e-14,5.493869248418548e-14,-2.08166817112673e-15,2.775557561502307e-15
1942.14,0.5000000230387365,-0.6000000143369733,-4.9824727677005853e-14,5.489012022685813e-14,-6.938893903913539e-16,-4.8572257327394775e-15
1942.15,0.5000000230387365,-0.6000000143369733,-4.975533873796678e-14,5.466113672802919e-14,6.938893903913539e-15,-2.289834988291468e-14
1942.15,0.5000000230387365,-0.6000000143369733,-4.975533873796678e-14,5.466113672802919e-14,6.938893903913539e-15,-2.289834988291468e-14
1942.16,0.5000000230387365,-0.6000000143369733,-4.9779624866630456e-14,5.461256447070184e-14,-2.4286128663697387e-15,-4.8572257327394775e-15
1942.17,0.5000000230387365,-0.6000000143369733,-4.9873299934333204e-14,5.499420363541674e-14,-9.367506770283278e-15,3.8163916471524466e-14
1942.18,0.5000000230387365,-0.6000000143369733,-4.979350265443827e-14,5.4876242439050316e-14,7.97972798950057e-15,-1.1796119636653017e-14
1942.19,0.5000000230387365,-0.6000000143369733,-4.995309721422814e-14,5.5028898104936275e-14,-1.595945597900114e-14,1.5265566588609786e-14
1942.19,0.5000000230387365,-0.6000000143369733,-4.995309721422814e-14,5.5028898104936275e-14,-1.595945597900114e-14,1.5265566588609786e-14
1942.2,0.5000000230387365,-0.6000000143369733,-4.9758808184918735e-14,5.487277299209836e-14,1.942890293095791e-14,-1.5612511283805463e-14
1942.21,0.5000000230387365,-0.6000000143369733,-4.9911463850804694e-14,5.498379529456088e-14,-1.5265566588609786e-14,1.1102230246261663e-14
1942.22,0.5000000230387365,-0.6000000143369733,-4.978309431358241e-14,5.496644805980111e-14,1.2836953722240048e-14,-1.7347234759783848e-15
1942.23,0.5000000230387365,-0.6000000143369733,-4.9883708275189065e-14,5.499767308236869e-14,-1.0061396160674632e-14,3.1225022567610927e-15
1942.24,0.5000000230387365,-0.6000000143369733,-4.9866361040429297e-14,5.4893589673810084e-14,1.7347234759783848e-15,-1.0408340855870309e-14
1942.25,0.5000000230387365,-0.6000000143369733,-4.992534163861251e-14,5.502195921103237e-14,-5.898059818326508e-15,1.2836953722240048e-14
1942.25,0.5000000230387365,-0.6000000143369733,-4.992534163861251e-14,5.502195921103237e-14,-5.898059818326508e-15,1.2836953722240048e-14
1942.26,0.5000000230387365,-0.6000000143369733,-4.976227763187069e-14,5.483113962867492e-14,1.6306400674196817e-14,-1.9081958235762233e-14
1942.27,0.5000000230387365,-0.6000000143369733,-4.975186929101483e-14,5.512951206654293e-14,1.0408340855870309e-15,2.983724378682822e-14
1942.28,0.5000000230387365,-0.6000000143369733,-4.98212582300539e-14,5.515726764215856e-14,-6.938893903913539e-15,2.7755575615654157e-15
1942.29,0.5000000230387365,-0.6000000143369733,-4.973452205625506e-14,5.4827670181722965e-14,8.673617379891924e-15,-3.295974604358931e-14
1942.3,0.5000000230387365,-0.6000000143369733,-4.986983048738125e-14,5.4893589673810084e-14,-1.3530843112631402e-14,6.591949208717862e-15
1942.3,0.5000000230387365,-0.6000000143369733,-4.986983048738125e-14,5.4893589673810084e-14,-1.3530843112631402e-14,6.591949208717862e-15
1942.31,0.5000000230387365,-0.6000000143369733,-4.9873299934333204e-14,5.4990734188464785e-14,-3.4694469519567696e-16,9.714451465478955e-15
1942.32,0.5000000230387365,-0.6000000143369733,-4.975186929101483e-14,5.478603681829952e-14,1.2143064331848694e-14,-2.046973701654494e-14
1942.33,0.5000000230387365,-0.6000000143369733,-4.98212582300539e-14,5.495603971894525e-14,-6.938893903913539e-15,1.700029006458817e-14
1942.34,0.5000000230387365,-0.6000000143369733,-4.9835136017861714e-14,5.49074674616179e-14,-1.3877787807827079e-15,-4.8572257327394775e-15
1942.35,0.5000000230387365,-0.6000000143369733,-4.970329703368748e-14,5.5001142529320646e-14,1.3183898417435725e-14,9.367506770283278e-15
1942.35,0.5000000230387365,-0.6000000143369733,-4.970329703368748e-14,5.5001142529320646e-14,1.3183898417435725e-14,9.367506770283278e-15
1942.36,0.5000000230387365,-0.6000000143369733,-4.9807380442246085e-14,5.4942161931137434e-14,-1.0408340855870309e-14,-5.898059818326508e-15
1942.37,0.5000000230387365,-0.6000000143369733,-4.990799440385274e-14,5.502542865798432e-14,-1.0061396160674632e-14,8.326672684696247e-15
1942.38,0.5000000230387365,-0.6000000143369733,-4.975533873796678e-14,5.474787290182803e-14,1.5265566588262688e-14,-2.7755575615023068e-14
1942.39,0.5000000230387365,-0.6000000143369733,-4.9855952699573436e-14,5.501502031712846e-14,-1.0061396160674632e-14,2.6714741530067126e-14
1942.4,0.5000000230387365,-0.6000000143369733,-4.979350265443827e-14,5.482073128781906e-14,6.245004513522185e-15,-1.942890293095791e-14
1942.4,0.5000000230387365,-0.6000000143369733,-4.979350265443827e-14,5.482073128781906e-14,6.245004513522185e-15,-1.942890293095791e-14
1942.41,0.5000000230387365,-0.6000000143369733,-4.9845544358717575e-14,5.498379529456088e-14,-5.2041704279351544e-15,1.6306400674196817e-14
1942.42,0.5000000230387365,-0.6000000143369733,-4.969635813978357e-14,5.4806853500011243e-14,1.491862189341411e-14,-1.7694179454979525e-14
1942.43,0.5000000230387365,-0.6000000143369733,-4.974493039711092e-14,5.4903998014665945e-14,-4.8572257327394775e-15,9.714451465478955e-15
1942.44,0.5000000230387365,-0.6000000143369733,-4.973452205625506e-14,5.490052856771399e-14,1.0408340855870309e-15,-3.4694469519567696e-16
1942.44,0.5000000230387365,-0.6000000143369733,-4.973452205625506e-14,5.490052856771399e-14,1.0408340855870309e-15,-3.4694469519567696e-16
1942.45,0.5000000230387365,-0.6000000143369733,-4.9817788783101946e-14,5.464725894022138e-14,-8.326672684696247e-15,-2.5326962749284418e-14
1942.46,0.5000000230387365,-0.6000000143369733,-4.974493039711092e-14,5.48103229469632e-14,7.285838599109216e-15,1.6306400674196817e-14
1942.47,0.5000000230387365,-0.6000000143369733,-4.985942214652539e-14,5.480338405305929e-14,-1.144917494145734e-14,-6.938893903913539e-16
1942.47,0.5000000230387365,-0.6000000143369733,-4.985942214652539e-14,5.480338405305929e-14,-1.144917494145734e-14,-6.938893903913539e-16
1942.48,0.5000000230387365,-0.6000000143369733,-4.985248325262148e-14,5.4952570271993295e-14,6.938893903913539e-16,1.491862189341411e-14
1942.49,0.5000000230387365,-0.6000000143369733,-4.977268597272655e-14,5.4789506265251475e-14,7.97972798950057e-15,-1.6306400674196817e-14
1942.5,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.497685640065697e-14,-2.7755575615654157e-15,1.8735013540566556e-14
1942.5,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.497685640065697e-14,-2.7755575615654157e-15,1.8735013540566556e-14
1942.51,0.5000000230387365,-0.6000000143369733,-4.9779624866630456e-14,5.5018489764080414e-14,2.0816681711740618e-15,4.1633363423481236e-15
1942.52,0.5000000230387365,-0.6000000143369733,-4.9845544358717575e-14,5.489705912076204e-14,-6.591949208717862e-15,-1.2143064331848694e-14
1942.53,0.5000000230387365,-0.6000000143369733,-4.975533873796678e-14,5.4702770091452635e-14,9.020562075087601e-15,-1.942890293095791e-14
1942.53,0.5000000230387365,-0.6000000143369733,-4.975533873796678e-14,5.4702770091452635e-14,9.020562075087601e-15,-1.942890293095791e-14
1942.54,0.5000000230387365,-0.6000000143369733,-4.9911463850804694e-14,5.4969917506753063e-14,-1.5612511283805463e-14,2.6714741530067126e-14
1942.55,0.5000000230387365,-0.6000000143369733,-4.9866361040429297e-14,5.504277589274409e-14,4.5102810375438005e-15,7.285838599109216e-15
1942.56,0.5000000230387365,-0.6000000143369733,-4.983860546481367e-14,5.4973386953705017e-14,2.7755575615654157e-15,-6.938893903913539e-15
1942.56,0.5000000230387365,-0.6000000143369733,-4.983860546481367e-14,5.4973386953705017e-14,2.7755575615654157e-15,-6.938893903913539e-15
1942.57,0.5000000230387365,-0.6000000143369733,-4.992881108556446e-14,5.515726764215856e-14,-9.020562075087601e-15,1.838806884537088e-14
1942.58,0.5000000230387365,-0.6000000143369733,-4.981431933614999e-14,5.4779097924395614e-14,1.144917494145734e-14,-3.781697177632879e-14
1942.59,0.5000000230387365,-0.6000000143369733,-4.980044154834218e-14,5.491093690856985e-14,1.3877787807827079e-15,1.3183898417435725e-14
